,sample,date,time,n_iter,df,cnc_uranine,cnc_SrB,area1,area2,area3,area4
184,3_3_8_CorrectionData.txt,2024-11-23 11:30:00,113.5,15,1,0.21020763188363978,0.11332292455716592,8509.397033609464,7761.787618337339,3331.934035541176,2013.872255153017
185,3_4_8_CorrectionData.txt,2024-11-23 12:15:00,114.25,15,1,0.1851261089626446,0.1387533338367098,7494.074065409778,7023.473018246854,2491.848468900921,2465.79842883224
186,3_1_9_CorrectionData.txt,2024-11-23 13:00:00,115.0,15,1,0.30167282954968166,0.17309149548758945,12211.991819172506,9395.974462301856,4387.625369713479,3076.0251001954707
187,3_3_9_CorrectionData.txt,2024-11-23 14:30:00,116.5,15,1,0.2355220874238894,0.1294316840524727,9534.149327098405,8235.137513110447,3673.5096234284056,2300.1425216441203
188,3_4_9_CorrectionData.txt,2024-11-23 15:15:00,117.25,15,1,0.24759556529667842,0.11822298574866869,10022.894744548,7736.109618552343,3073.706674881406,2100.951699322687
189,3_1_10_CorrectionData.txt,2024-11-23 16:00:00,118.0,15,1,0.25585691156990953,0.12404612973568152,10357.321591190597,7875.352669170193,3131.7211352951863,2204.435333892059
190,3_3_10_CorrectionData.txt,2024-11-23 17:30:00,119.5,15,1,0.2137811432200183,0.1370686243785143,8654.056038103563,7729.735652252325,3321.240749763297,2435.8593000186142
191,3_4_10_CorrectionData.txt,2024-11-23 18:15:00,120.25,15,1,0.2009014608443256,0.09707489551510813,8132.67472563904,7449.035592305345,2803.504176997041,1725.1270165652656
192,3_3_11_CorrectionData.txt,2024-11-23 20:30:00,122.5,15,1,0.220330582729831,0.134737580300268,8919.183334563737,7636.2711538207695,3058.558087284675,2394.4340984271143
193,3_4_11_CorrectionData.txt,2024-11-23 21:15:00,123.25,15,1,0.3097187028988094,0.15040213135956154,12537.696124940834,8819.141751815308,4458.01604229634,2672.8102953970874
194,3_3_12_CorrectionData.txt,2024-11-23 23:30:00,125.5,15,1,0.29561880639146926,0.13873214451758833,11966.919429353606,9155.801445067758,4300.8052536287905,2465.421871467073
195,3_4_12_CorrectionData.txt,2024-11-24 00:15:00,126.25,15,1,0.22215912249992056,0.13346496949515851,8993.204295439458,8010.875942843868,3167.2186152689765,2371.8184131892604
196,3_3_13_CorrectionData.txt,2024-11-24 02:30:00,128.5,15,1,0.30088036877252955,0.11333680828391808,12179.912282735491,9005.905573620284,4030.2972420038386,2014.118984155234
197,3_4_13_CorrectionData.txt,2024-11-24 03:15:00,129.25,15,1,0.3071620686574228,0.15366133497436726,12434.201234509253,9693.53825556839,4100.943948251249,2730.729906626682
